code,name,batch,stock,deal,free,mrp,rate,exp,company,supplier
KMSLO,STREPSILS(ONG-LEM-MIN)** 100`S,JG628,7,0,0,300,230.7,01/05/2022,RICKET & BENCKISER,SRI SHASTHA ENTERPRISES KHAMMAM
RACND,COVANCE-D TABS,AB04309,15,0,0,119.5,85.36,01/05/2022,RANBAXY PHARMA,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
RASV1,STORVAS 10MG TABS,EMU3371,8,0,0,90.16,64.4,01/05/2022,RANBAXY-2,SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
TORRME,METOCARD XL 25 TABS,2C29F012,21,0,0,42.2,30.5,01/05/2022,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
TORRSY,SYSCAN 150MG CAPS,CBD2F013,58,0,0,20.25,14.46,01/05/2022,TORRENT PHARMA,TORRENT PHARMACEUTICALS LTD   HYDERABAD
IPZSP,ZERODOL-SP TABS **,FND059092A,5,0,0,89,63.57,01/05/2022,IPCA,VIJAYA DURGA AGENCIES   VIJAYAWADA
BIA1V,AMICIN 100MG VIAL,CBV1621,416,10,7,24.2,18.44,01/05/2022,BIOCHEM PHARMA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
BIA2V,AMICIN 250MG VIAL,CBV1619,400,10,7,38.5,29.33,01/05/2022,BIOCHEM PHARMA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
UCAKH,ARKAMIN-H TAB,AR0219003,21,0,0,19.56,13.97,01/05/2022,TORRENT (CV LIFE),
SGCA1,CONTRAMAL 100MG AMP**,UBLE9008,2,19,1,22.94,16.39,01/05/2022,S.G PHARMA,
KNCFW,CREMAFFIN WHITE SYR(M),060509D7,33,0,0,174.4,124.57,01/05/2022,ABBOTT (GASTROCARE),
TIFSA,FEVASTIN AMP ***,TAB9N23,1,10,5,139,99.29,01/05/2022,TABLETS (INDIA) LTD,
CSF1N,FORACORT-100 NEOHALE,SN91270,4,0,0,248.64,177.6,01/05/2022,CIPLA(RESP 2),
MR1PL,PROMOLACT CAPS,AH1904,8,0,0,66,47.14,01/05/2022,MERCURY LABORATORIES LTD,
WALLGP2,SAZO 500MG TABS,STL9035,27,0,0,65.5,46.78,01/05/2022,WALLACE PHARMA,
MKSBL,SCABELICE LOTION,A2IBS032,33,0,0,68.97,49.26,01/05/2022,MANKIND(LIFESTAR),
NCSB1,SORBITRATE 10MG TAB ***,SBB9006,24,0,0,40.29,28.78,01/05/2022,ABBOT,
CSMNT,MONTAIR 5MG TAB,SN90854,7,0,0,177.65,126.89,30/04/2022,CIPLA(NURTURE 1),CIPLA LIMITED  HYDERABAD
UBNP8,NOOTROPIL 800MG TABS,EMV1900926,3,0,0,653.4,466.71,30/04/2022,DR REDDYYS (GRANDERA),DR REDDY`S LABORATORIES LTD   HYDERABAD
KNCML,CREMALAX 10MG TAB,ADF0278,1,0,0,126.09,90.06,01/04/2022,ABBOTT (GASTROCARE),ABBOTT INDIA LIMITED   HYDERABAD
KMHM5,HUMAN MIXTARD 50 VIAL,B-90173,30,0,0,181.5,145.2,01/04/2022,KNOLL (NOVOLET),ABBOTT INDIA LIMITED HYDERABAD
ACRD3,ROXID 300MG TABS,1908001393,36,0,0,281.3,200.93,01/04/2022,ALEMBIC LTD(PHARMA),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ALTX2,TAXIM 250MG VIAL,19460996,200,10,1,17.06,12.8,01/04/2022,ALKEM(ALPHA MAX),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
ALTM1,TAXIMAX 1500MG VIAL,19460974,100,9,1,64.5,46.07,01/04/2022,ALKEM(ALPHA MAX),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
ASADS,AMBRODIL SYR,M120L069,36,0,0,58,41.43,01/04/2022,ARISTO (MAIN FORCE 3),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASM1V,MONOCEF 1GM VIAL,GB16L219,1000,10,6,59.09,42.21,01/04/2022,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASPT2,PANTOP 20MG TABS,S342L039,23,0,0,59,42.14,01/04/2022,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASSMC,SMUTH CREAM,S1944,1,0,0,106.6,76.14,01/04/2022,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
BLUDC,DICLOTAL AQ AMP,ZAAO2021,10,0,0,19.5,6.5,01/04/2022,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BLUMD,MEFTAGESIC DS SUSP,ZQL2046,-1,9,1,55,39.29,01/04/2022,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BLUMD,MEFTAGESIC DS SUSP,ZQL2058,1,9,1,55,39.29,01/04/2022,BLUECROSS-LABS(GOLDCROSS) LTD,BLUE CROSS LABORATORIES PVT LTHYDERABAD
CICR4,CIPLAR 40MG TAB,SB90705,9,0,0,45.29,32.35,01/04/2022,CIPLA(VITALIS 2),CIPLA LIMITED  HYDERABAD
CIMTL,METOLAR-50MG TAB,KG90223,22,0,0,58.25,41.6,01/04/2022,CIPLA,CIPLA LIMITED  HYDERABAD
CIPU2,URIMAX 0.2 MG CAPS,SA94290,20,0,0,127.87,91.34,01/04/2022,CIPLA(UROLOGY),CIPLA LIMITED  HYDERABAD
DCENC,ECONORM SAC,3411,4,0,0,48,34.29,01/04/2022,DR.REDDYS (VENTURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
ERIME,METAFORT G 853 TABS,GMOG19002,10,0,0,109.8,78.43,01/04/2022,ERIS  (ADURA),ERIS LIFE SCIENCES LTD     HYDERABAD
EROLL,OLMIN 20 LN TABS,GOLL19004,10,0,0,113.13,80.81,01/04/2022,ERIS  (ADURA),ERIS LIFE SCIENCES LTD     HYDERABAD
FBGG2,GLYCIPHAGE G2,IA19033,12,0,0,92.9,66.35,01/04/2022,FRANCO-INDIAN (DIABETIX),FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
AFDBF,BEPLEX FORTE TABS,01027P,800,0,0,35.35,25.25,01/04/2022,ANGLO FRENCH DRUGD,HARI MARUTI AGENCIES  VIJAYAWADA
AFDBF,BEPLEX FORTE TABS,01027P,250,0,0,35.35,25.25,01/04/2022,ANGLO FRENCH DRUGD,HARI MARUTI AGENCIES  VIJAYAWADA
BAICL,INCID-L TAB,PB19309,45,0,0,18,12.9,01/04/2022,BAYER,LAKSHMI BALAJI CORPORATION VIJAYAWADA
KLEC2,EPILEX CHRONO 200MG ***,PCE0259,8,0,0,116.85,83.46,01/04/2022,KNOLL LENBROOK PHARMA LTD,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
AFDBF,BEPLEX FORTE TABS,01029P,790,0,0,35.35,25.25,01/04/2022,ANGLO FRENCH DRUGD,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
IPZSP,ZERODOL-SP TABS **,D059089AS,-5,0,0,89,63.57,01/04/2022,IPCA,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
MTFCT,FORECOX TAB,HRJ988A,145,0,0,62.1,44.36,01/04/2022,MACLEODS(TB CARE),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MDPDO,PANDERM ++ ONT,KPC20162A,1,6,1,88.75,63.39,01/04/2022,MACLEODS  (MACPHAR),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MDPDO,PANDERM ++ ONT,KPC20181A,-1,6,1,88.75,63.39,01/04/2022,MACLEODS  (MACPHAR),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MANFU,CLONAFIT-0.25MD TAB,B5AFS027,124,11,1,19.36,13.83,01/04/2022,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MANZ0,ZEROGRAIN 10MG TABS,E1HPS013,24,0,0,39.7,28.36,01/04/2022,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
USGGP,GLYCOMET-GP 1MG **,28020640,-2,0,0,96.63,69.02,01/04/2022,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA
USGSR,GLYCOMET-SR 500MG TAB **,28020648,-2,0,0,42.78,30.56,01/04/2022,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA
PBGZ8,GLIZID 80MG TAB,35119001,8,0,0,90.75,64.82,01/04/2022,PANACEA-BIOTEC LTD,RAVINDRA PHARMACEUTICALS VIJAYAWADA
ASADS,AMBRODIL SYR,M120L069,1,0,0,58,41.43,01/04/2022,ARISTO (MAIN FORCE 3),SARADA PHARMACY      MADHIRA
CIAL2,ATORLIP-20,SN90913,5,0,0,218.4,156,01/04/2022,CIPLA(VITALIS 1),SARADA PHARMACY      MADHIRA
RCDET,DETTOL SKIN CARE 3+1  OFF**,BUJU301,5,0,0,107,87.89,01/04/2022,RICKET & BENCKISER,SRI SHASTHA ENTERPRISES KHAMMAM
RCDET,DETTOL SKIN CARE 3+1  OFF**,BUJV301,-4,0,0,93,87.89,01/04/2022,RICKET & BENCKISER,SRI SHASTHA ENTERPRISES KHAMMAM
KMSLO,STREPSILS(ONG-LEM-MIN)** 100`S,JH118,24,0,0,300,230.7,01/04/2022,RICKET & BENCKISER,SRI SHASTHA ENTERPRISES KHAMMAM
KWSTR,STREPSILS(ONG-LEM-MIN)** 200`S,JG343,22,0,0,600,460,01/04/2022,RICKET & BENCKISER,SRI SHASTHA ENTERPRISES KHAMMAM
RAROF,ROSUVAS F 10MG TABS,EMU2958,21,0,0,312,222.86,01/04/2022,RANBAXY (CORONUS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
ROSF1,ROSUVAS F 20MG TABS,EMU2970A,1,0,0,335,239.29,01/04/2022,RANBAXY (CORONUS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
ROSF1,ROSUVAS F 20MG TABS,EMU2970A,10,0,0,335,239.29,01/04/2022,RANBAXY (CORONUS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
RANR5,ROSUVAS F 5MG TABS,EMU2966,7,0,0,190.5,136.07,01/04/2022,RANBAXY (CORONUS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
ASPT4,PANTOP 40 TAB,S171L029,210,0,0,125,89.29,01/04/2022,ARISTO PHARMA,VIJAYA DURGA AGENCIES   VIJAYAWADA
TORRP,ALPROX 0.25MG TABS,2E09F010,15,0,0,21.9,15.64,01/04/2022,TORRENT (VISTA),
DUDLT,DUVADILAN 10MG TAB,DAZA9015,36,19,1,137.88,98.49,01/04/2022,ABBOTT-1,
CIPDU,DUOLIN FORTE ROTACAPS,SA01711,2,0,0,136.29,97.35,31/03/2022,CIPLA(RESP 2),CIPLA LIMITED  HYDERABAD
LEOVG,OVRAL-G TAB,AT4369,18,0,0,213.92,152.8,31/03/2022,JOHN WYETH LTD,PFIZER LIMITED HYDERABAD
KMHIV,HUMAN-INSULATARD VI,B80104,11,0,0,154.66,123.73,01/03/2022,KNOLL (NOVOLET),ABBOTT INDIA LIMITED HYDERABAD
KMHMV,HUMAN-MIXTARD VIAL,B-51856,36,0,0,154.66,123.73,01/03/2022,KNOLL (NOVOLET),ABBOTT INDIA LIMITED HYDERABAD
KMHMV,HUMAN-MIXTARD VIAL,B-51856,120,0,0,154.66,123.73,01/03/2022,KNOLL (NOVOLET),ABBOTT INDIA LIMITED HYDERABAD
ABBUD,UDILIV TAB 150MG,UDA9028,2,0,0,307.5,234.29,01/03/2022,ABBOTT (WH&GI),ABBOTT INDIA LIMITED HYDERABAD
ABBUD,UDILIV TAB 150MG,UDA9026,26,0,0,307.5,234.29,01/03/2022,ABBOTT (WH&GI),ABBOTT INDIA LIMITED HYDERABAD
ACAL5,ALTHROCIN 500MG TAB,2008000657,-2,0,0,84,60,01/03/2022,ALEMBIC LTD(MAXIS DIVISION),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ALA5,ALEVO 500MG TAB,19441651,16,0,0,88.37,63.12,01/03/2022,ALKEM (ARISE),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
ASMV1,MONOCEF 125GM VIAL,B094K039,200,5,1,31.1,22.22,01/03/2022,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTD HYDERABAD
ASMV1,MONOCEF 125GM VIAL,B094K039,7,5,1,31.1,22.22,01/03/2022,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASSMC,SMUTH CREAM,S1317,1,0,0,106.6,76.14,01/03/2022,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
CSACF,AEROCORT FORTE ROT,SA01602,1,0,0,78.65,56.17,01/03/2022,CIPLA(RESP 3 LEGACY),CIPLA LIMITED  HYDERABAD
EREL40,ERITEL 40MG TAB,GETL19011,15,0,0,108.32,77.37,01/03/2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD
ERELAM,ERITEL AM TAB,GEAM19011,15,0,0,177.88,127.06,01/03/2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD
ERLSH,LORSAVE H TAB,GLSH19003,9,0,0,139.44,99.6,01/03/2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD
WADGD,DENTO-GEL,DCL1LA4,60,0,0,82,58.57,01/03/2022,INDOCO (WARREN PHARMA),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
IVMPI,MELONEX PLUS INJ,Y209,108,5,1,70,50,01/03/2022,INTAS PHARMA (NEOVET),INTAS PHARMCEUTICALS LTD HYDERABAD
MEEV4,EVION 400MG CAPS,M01BP20020,80,0,0,29.73,21.24,01/03/2022,MERCK,LAKSHMI BALAJI AGENCIES       HYDERABAD
PHENROP,PHENERGAN AMP***,NPE0199,28,0,0,45.9,32.8,01/03/2022,RHONE-POULENC,LAKSHMI BALAJI AGENCIES       HYDERABAD
ROBCF,BECOZYM C FORTE TAB**,MH3138,25,0,0,20.68,14.76,01/03/2022,NICHOLAS PIRAMAL INDIA LTD,LAKSHMI BALAJI CORPORATION VIJAYAWADA
KLEC5,EPILEX CHRONO 500MG ***,PCE0245,26,0,0,160.27,114.48,01/03/2022,KNOLL LENBROOK PHARMA LTD,LAKSHMI VENKATESWARA MEDICAL HALL GUNTUR
ROBCF,BECOZYM C FORTE TAB**,MH3143,5,0,0,20.68,14.76,01/03/2022,NICHOLAS PIRAMAL INDIA LTD,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
ROBCF,BECOZYM C FORTE TAB**,MH3164,-5,0,0,20.68,14.76,01/03/2022,NICHOLAS PIRAMAL INDIA LTD,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
MDOM2,OFLOMAC 200MG TAB,KOB919B,19,5,1,66.8,47.71,01/03/2022,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACPD,PANDERM NM ONT,KPC20136A,1,6,1,88.75,63.39,01/03/2022,MACLEODS  (MACPHAR),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MANFC,CLONAFIT-0.50MD TAB,B6AFS032,29,11,1,32.8,23.43,01/03/2022,MANKIND(FUTURE),MANKIND PHARMA (FUTURE)HYDERABAD
MKGKE,GATIKIND EYE DROPS,A7AQT002,-1,10,3,60,42.86,01/03/2022,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MKSMS,SCABELICE MEDICATED SOAP,F4IBT050,2,11,1,75.9,51.46,01/03/2022,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MANTT,TERBINAFORCE TAB,A5HST006,4,11,1,82.77,59.12,01/03/2022,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
MANTT,TERBINAFORCE TAB,A5HST012,-3,11,1,82.77,59.12,01/03/2022,MANKIND(LIFESTAR),MANKIND PHARMA (LIFESTAR)HYDERABAD
LEOVL,OVRAL-L TAB,DH7974,52,0,0,70.88,61.1,01/03/2022,JOHN WYETH LTD,PFIZER LIMITED HYDERABAD
USGGP,GLYCOMET-GP 1MG **,48013513,2,0,0,96.63,69.02,01/03/2022,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA
USGSR,GLYCOMET-SR 500MG TAB **,28020571,2,0,0,42.78,30.56,01/03/2022,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA
HODNT,DAONIL TAB,9NA0015,328,0,0,40.31,28.79,01/03/2022,EMCURE PHARMACEUTICALS LTD,SANDEEP PHARMA   HYDERABAD
RACND,COVANCE-D TABS,AA85546,3,0,0,119.5,85.35,01/03/2022,RANBAXY PHARMA,SARADA PHARMACY      MADHIRA
DRT4T,TELSARTAN-40 TABS,E000461,1,0,0,102.51,73.22,01/03/2022,DR.REDDY`S LAB`S(XENURA-2),SARADA PHARMACY      MADHIRA
PARN5,RINGGUARD CREAM **,HT255,84,0,0,15,10.99,01/03/2022,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
PARG2,RINGGUARD CREAM **,HR304,120,0,0,80,60.32,01/03/2022,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
PARG1,RINGGUARD CREAM **,HS211,115,0,0,56,42.23,01/03/2022,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
DETITCH2,RINGGUARD PLUS CREAM **,HK631,-120,0,0,15,11.31,01/03/2022,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
DETITCH2,RINGGUARD PLUS CREAM **,HT255,120,0,0,15,11.31,01/03/2022,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
RANR4,ROSUVAS 40MG TABS,EMU2912,10,0,0,479,342.14,01/03/2022,RANBAXY (CORONUS),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
WLLX2,LYNX AMP,LB938,400,0,0,15.9,11.36,01/03/2022,WALLACE PHARMA,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
BIA5V,AMICIN 500MG VIAL,CBV1499,288,5,9,101.6,77.41,01/03/2022,BIOCHEM PHARMA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
KRAST,ANASPAS TAB**,KRE0089,1,0,0,76.45,54.61,01/03/2022,KHANDELWAL (RADON),
ULMVP,MENSOVIT PLUS CAP,MT417,29,10,1,158.4,120,01/03/2022,UNI-LABS (INDIA) PVT LTD.,
FBRXO,RELAXYL-ONT,904,24,11,1,66.6,47.57,01/03/2022,FRANCO INDIAN  (ZINDA 2),
KNCML,CREMALAX 10MG TAB,ADE0266,19,0,0,126.09,90.06,01/02/2022,ABBOTT (GASTROCARE),ABBOTT INDIA LIMITED HYDERABAD
KMHAV,HUMAN-ACTRAPID VIAL,B-70495,30,0,0,154.66,123.73,01/02/2022,KNOLL (NOVOLET),ABBOTT INDIA LIMITED HYDERABAD
ABTR1,THYRONORM-100MG TABS,AEF0800,220,0,0,156.49,111.78,01/02/2022,ABBOTT (METABOLICS),ABBOTT INDIA LIMITED HYDERABAD
ABTHY,THYRONORM-75MG TABS,AEF0751,190,0,0,170.69,121.92,01/02/2022,ABBOTT (METABOLICS),ABBOTT INDIA LIMITED HYDERABAD
ACAL5,ALTHROCIN 500MG TAB,2008000479,2,0,0,84,60,01/02/2022,ALEMBIC LTD(MAXIS DIVISION),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
AGPM1,GLISEN PM 1 TAB,2008000331,-4,0,0,146.6,104.71,01/02/2022,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
AGPM1,GLISEN PM 1 TAB,2008000331,-22,0,0,146.6,104.71,01/02/2022,ALEMBIC  (DABUR) INDIA LIMITED,ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ALTM3,TAXIMAX 375 VIAL,19460622,95,9,1,27.9,19.93,01/02/2022,ALKEM(ALPHA MAX),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
ALTM7,TAXIMAX 750MG VIAL,19460698,45,9,1,39.6,28.29,01/02/2022,ALKEM(ALPHA MAX),ALKEM LABORATORIES LIMITED    MALKAJGIRI (DIS
ASM2V,MONOCEF 250GM VIAL,VB17J099,400,10,6,27.05,19.32,01/02/2022,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASM5V,MONOCEF 500GM VIAL,B096K239,210,10,5,49.41,35.3,01/02/2022,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASSMC,SMUTH CREAM,S1059,-2,0,0,106.6,76.14,01/02/2022,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ASTVA,TELVAS-AM TABS,BPC200527,-10,0,0,64,45.71,01/02/2022,ARISTO (TASK FORCE),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
BIOI5,INSUGEN-50/50 REFIL,BF19000212,1,0,0,975.9,780.72,01/02/2022,BIOCON,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD
BLUDC,DICLOTAL AQ AMP,ZQ2009,-10,0,0,19.5,6.5,01/02/2022,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD
CIPDU,DUOLIN FORTE ROTACAPS,SA01117,-2,0,0,136.29,97.35,01/02/2022,CIPLA(RESP 2),CIPLA LIMITED  HYDERABAD
CIL63,LEVOLIN-0.63 RESPULES,L800171,16,0,0,24.5,17.5,01/02/2022,CIPLA(RESP 3 NEBULIZATION),CIPLA LIMITED  HYDERABAD
CIL63,LEVOLIN-0.63 RESPULES,L800172,-16,0,0,24.5,17.5,01/02/2022,CIPLA(RESP 3 NEBULIZATION),CIPLA LIMITED  HYDERABAD
CCNR4,NORFLOX 400MG TAB,RC0033,1,5,1,58.66,41.9,01/02/2022,CIPLA (SPEETRACARE+1),CIPLA LIMITED  HYDERABAD
DRODS,OMEZ-D SR CAP,E000378,-2,0,0,161.5,115.36,01/02/2022,DR.REDDY`S LAB`S(AQURA+SG),DR REDDY`S LABORATORIES LTD   HYDERABAD
DRODS,OMEZ-D SR CAP,E000484,2,0,0,161.5,115.36,01/02/2022,DR.REDDY`S LAB`S(AQURA+SG),DR REDDY`S LABORATORIES LTD   HYDERABAD
INDO5,OXIPOD 50MG SYRUP,OBK1CBB8,-1,8,2,81.9,58.5,01/02/2022,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
INDO5,OXIPOD 50MG SYRUP,OBK6CBB8,1,8,2,81.9,58.5,01/02/2022,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
IVMNP,MELONEX PLUS INJ,Y189,41,5,1,150,107.14,01/02/2022,INTAS PHARMA (NEOVET),INTAS PHARMCEUTICALS LTD HYDERABAD
KRRNX,ROBINAXOL TAB ***,UTGRLA824,8,10,1,74.1,52.95,01/02/2022,KHANDELWAL (RADON),LAKSHMI VENKATESWARA PHARMA   HYDERABAD
PBLL6,LIVO-LUK KID SYR,52619008,5,0,0,67.4,55.34,01/02/2022,PANACEA-BIOTEC LTD(GROW CARE),LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
MACGM,GEMINOR M-2,HMQ20012A,-2,0,0,140.8,100.57,01/02/2022,MACLEODS (PROCARE) AHT,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MDPDO,PANDERM ++ ONT,KPC20121A,-2,6,1,88.75,63.39,01/02/2022,MACLEODS  (MACPHAR),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MDPDO,PANDERM ++ ONT,KPC2095A,2,6,1,88.75,63.39,01/02/2022,MACLEODS  (MACPHAR),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MKTMF,TEXAKIND-MF TABS,C0HST023,1,11,1,209.3,149.5,01/02/2022,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
MKTMF,TEXAKIND-MF TABS,C0HST026,-1,11,1,209.3,149.5,01/02/2022,MANKIND(DISCOVERY),MANKIND PHARMA (DISCOVERY)HYDERABAD
122261R,AMLOKIND-AT TABS,A9IAT043,2,11,1,25.58,18.27,01/02/2022,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
122285R,NUFORCE-150 TABS,I3AFS006,40,11,1,21.9,15.64,01/02/2022,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
122297R,TELMIKIND-40 TABS,B5IAT080,2,0,0,34.04,24.31,01/02/2022,MANKIND PHARMA LTD.,MANKIND PHARMA LTD HYDERABAD
XXCKS,GIFT ITEM,BAG,2,0,0,1,0.95,01/02/2022,GIFT ARTICALS,MED MANOR ORGANICS PVT LT     HYDERABAD
MEDKU,KUFRIL LS DROPS,HKL167,-3,10,2,56,40,01/02/2022,MED MANOR ORGANICS  (PD),MED MANOR ORGANICS PVT LT     HYDERABAD
MEEV2,EVION 200MG CAPS,M01BN19027,24,0,0,15.85,11.33,01/02/2022,MERCK,MERCK LIMITED                 HYDERABAD
MEPBS,POLYBION -LC SYR,M15FE19123,19,0,0,62.92,44.94,01/02/2022,MERCK,MERCK LIMITED                 HYDERABAD
MEPBS,POLYBION -LC SYR,M15FE19137,72,0,0,62.92,44.94,01/02/2022,MERCK,MERCK LIMITED                 HYDERABAD
CBVS7,VOVERAN SR 75MG TABS,193001MB,30,0,0,85.8,61.29,01/02/2022,NOVARTIS INDIA LTD.(MPBU),NOVARTIS INDIA LIMITED        HYDERABAD
SUAPC,AB-PHYLLINE CAPS**,ESX0476,-1,0,0,123,87.86,01/02/2022,SUN PHARMACEUTICAL I LTD,PRUDHVI AGENCIES VIJAYAWADA
SUNGE05,GEMER 0.5 TABS**,EMX0781,-5,0,0,29.75,21.25,01/02/2022,SUN PHARMACEUTICAL I LTD,PRUDHVI AGENCIES VIJAYAWADA
SNGM1,GEMER-1 **,EMX0707,-2,0,0,77.25,55.18,01/02/2022,SUN PHARMACEUTICAL I LTD,PRUDHVI AGENCIES VIJAYAWADA
USVSR,GLYCOMET 850MG SR TABS **,28020521,-1,0,0,35.19,25.14,01/02/2022,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA
ETUCT,ULTRACET TABS **,N1466,1,0,0,201,143.57,01/02/2022,ETHNOR,PRUDHVI PHARMACEUTICALS VIJAYAWADA
122261R,AMLOKIND-AT TABS,A9IAT075,-2,11,1,25.58,18.27,01/02/2022,MANKIND PHARMA LTD.,SARADA PHARMACY      MADHIRA
VER2S,FEPANIL 250MG SYP,FLH20C12,253,10,1,39.61,28.29,01/02/2022,VERITAZ HEALTHCARE LIMITED,VERITAZ HEALTHCARE LIMITED    HYDERABAD
LGDWE,DEWAX EAR DROPS**,CSX487,1,10,2,105.35,75.25,01/02/2022,LEGEND DRUGS & FORMS,VIJAYA DURGA AGENCIES   VIJAYAWADA
IPZDP,ZERODOL-P TABS **,RW520022AS,8,0,0,50,35.72,01/02/2022,IPCA,VIJAYA DURGA AGENCIES   VIJAYAWADA
WLLX1,LYNX AMP,LD1943,390,0,0,9.85,7.03,01/02/2022,WALLACE PHARMA,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
IVCS5,CAL SHAKTI,SY0552,39,5,1,82,65.6,01/02/2022,INTAS PHARMA (BOVICURRA),
H&HDBC,DERMADEW BACT SOAP,H037,1,0,0,175,118.64,01/02/2022,H&H PHARMA (HEALTHCARE),
MARFOLT,FOLACIN TABS,KZ19001,59,0,0,14.56,10.92,01/02/2022,MARS TERAPEUTICS & CHEMICALS LTD,
